"region_id","day","region","label","x_in_crop","y_in_crop","x_in_source","y_in_source"
"day-2-region-1","2","1","ambiguous","50.32","71.09","80.32","151.09"
"day-2-region-2","2","2","live","41.81","3.81","171.81","13.81"
"day-2-region-2","2","2","live","33.94","14.19","163.94","24.19"
"day-2-region-2","2","2","live","26.56","18.31","156.56","28.31"
"day-2-region-2","2","2","live","22.19","16.44","152.19","26.44"
"day-2-region-2","2","2","live","22.31","22.81","152.31","32.81"
"day-2-region-2","2","2","live","20.94","27.81","150.94","37.81"
"day-2-region-2","2","2","live","16.69","27.19","146.69","37.19"
"day-2-region-2","2","2","live","8.81","21.44","138.81","31.44"
"day-2-region-2","2","2","live","12.56","36.06","142.56","46.06"
"day-2-region-2","2","2","live","2.31","35.56","132.31","45.56"
"day-2-region-2","2","2","live","15.81","55.69","145.81","65.69"
"day-2-region-2","2","2","live","9.81","63.69","139.81","73.69"
"day-2-region-2","2","2","live","20.56","59.81","150.56","69.81"
"day-2-region-2","2","2","live","27.06","45.19","157.06","55.19"
"day-2-region-2","2","2","live","27.44","25.69","157.44","35.69"
"day-2-region-2","2","2","live","35.81","25.56","165.81","35.56"
"day-2-region-2","2","2","live","38.06","28.44","168.06","38.44"
"day-2-region-2","2","2","live","44.44","37.81","174.44","47.81"
"day-2-region-2","2","2","live","35.94","39.94","165.94","49.94"
"day-2-region-2","2","2","live","37.56","46.69","167.56","56.69"
"day-2-region-2","2","2","live","36.69","59.06","166.69","69.06"
"day-2-region-2","2","2","live","33.81","53.81","163.81","63.81"
"day-2-region-2","2","2","live","23.06","72.81","153.06","82.81"
"day-2-region-2","2","2","live","37.69","76.81","167.69","86.81"
"day-2-region-2","2","2","live","31.19","75.44","161.19","85.44"
"day-2-region-2","2","2","live","47.94","67.69","177.94","77.69"
"day-2-region-2","2","2","live","43.69","69.19","173.69","79.19"
"day-2-region-2","2","2","live","40.31","68.69","170.31","78.69"
"day-2-region-2","2","2","live","36.31","69.81","166.31","79.81"
"day-2-region-2","2","2","live","44.69","60.56","174.69","70.56"
"day-2-region-2","2","2","live","66.81","52.94","196.81","62.94"
"day-2-region-2","2","2","live","78.94","52.56","208.94","62.56"
"day-2-region-2","2","2","live","76.94","53.56","206.94","63.56"
"day-2-region-2","2","2","live","85.19","52.56","215.19","62.56"
"day-2-region-2","2","2","live","88.31","50.44","218.31","60.44"
"day-2-region-2","2","2","live","84.94","35.81","214.94","45.81"
"day-2-region-2","2","2","live","78.44","31.81","208.44","41.81"
"day-2-region-2","2","2","live","81.81","20.06","211.81","30.06"
"day-2-region-2","2","2","live","86.81","15.31","216.81","25.31"
"day-2-region-2","2","2","live","77.44","13.56","207.44","23.56"
"day-2-region-2","2","2","live","76.56","7.19","206.56","17.19"
"day-2-region-2","2","2","live","80.56","9.56","210.56","19.56"
"day-2-region-2","2","2","live","86.06","6.19","216.06","16.19"
"day-2-region-2","2","2","live","72.94","13.44","202.94","23.44"
"day-2-region-2","2","2","live","68.56","17.56","198.56","27.56"
"day-2-region-2","2","2","live","63.69","14.56","193.69","24.56"
"day-2-region-2","2","2","live","67.69","26.31","197.69","36.31"
"day-2-region-2","2","2","live","58.31","34.69","188.31","44.69"
"day-2-region-2","2","2","live","59.19","23.56","189.19","33.56"
"day-2-region-2","2","2","live","51.56","18.81","181.56","28.81"
"day-2-region-2","2","2","live","41.19","11.69","171.19","21.69"
"day-2-region-2","2","2","live","50.31","45.06","180.31","55.06"
"day-2-region-2","2","2","live","54.56","49.69","184.56","59.69"
"day-2-region-2","2","2","live","61.81","48.19","191.81","58.19"
"day-2-region-2","2","2","live","66.06","44.81","196.06","54.81"
"day-2-region-2","2","2","live","54.56","58.56","184.56","68.56"
"day-2-region-2","2","2","live","63.81","66.31","193.81","76.31"
"day-2-region-2","2","2","live","84.44","67.94","214.44","77.94"
"day-2-region-2","2","2","live","82.44","73.69","212.44","83.69"
"day-2-region-2","2","2","live","84.19","76.31","214.19","86.31"
"day-2-region-2","2","2","live","69.44","63.81","199.44","73.81"
"day-2-region-2","2","2","live","75.19","35.94","205.19","45.94"
"day-2-region-2","2","2","live","71.56","32.94","201.56","42.94"
"day-2-region-2","2","2","live","69.06","35.44","199.06","45.44"
"day-2-region-2","2","2","live","70.56","38.69","200.56","48.69"
"day-2-region-2","2","2","live","32.56","59.44","162.56","69.44"
"day-2-region-2","2","2","live","20.94","45.69","150.94","55.69"
"day-2-region-2","2","2","live","31.31","38.44","161.31","48.44"
"day-2-region-2","2","2","live","16.69","76.44","146.69","86.44"
"day-2-region-2","2","2","live","54.94","68.44","184.94","78.44"
"day-2-region-2","2","2","live","67.31","0.69","197.31","10.69"
"day-2-region-2","2","2","live","55.69","0.81","185.69","10.81"
"day-2-region-2","2","2","live","81.31","88.81","211.31","98.81"
"day-2-region-2","2","2","live","61.19","87.06","191.19","97.06"
"day-2-region-2","2","2","live","64.31","89.81","194.31","99.81"
"day-2-region-2","2","2","live","13.44","83.31","143.44","93.31"
"day-2-region-2","2","2","live","3.69","89.06","133.69","99.06"
"day-2-region-2","2","2","live","44.69","76.31","174.69","86.31"
"day-2-region-2","2","2","live","6.31","24.94","136.31","34.94"
"day-2-region-2","2","2","live","28.31","11.56","158.31","21.56"
"day-2-region-2","2","2","live","22.31","0.31","152.31","10.31"
"day-2-region-2","2","2","dead","32.69","88.81","162.69","98.81"
"day-2-region-2","2","2","dead","28.31","81.81","158.31","91.81"
"day-2-region-2","2","2","dead","58.44","85.44","188.44","95.44"
"day-2-region-2","2","2","dead","70.69","71.56","200.69","81.56"
"day-2-region-2","2","2","dead","71.81","66.06","201.81","76.06"
"day-2-region-2","2","2","dead","56.19","74.19","186.19","84.19"
"day-2-region-2","2","2","dead","55.19","78.81","185.19","88.81"
"day-2-region-2","2","2","dead","59.56","58.69","189.56","68.69"
"day-2-region-2","2","2","dead","60.69","51.94","190.69","61.94"
"day-2-region-2","2","2","dead","45.44","54.81","175.44","64.81"
"day-2-region-2","2","2","dead","41.69","56.19","171.69","66.19"
"day-2-region-2","2","2","dead","45.31","43.94","175.31","53.94"
"day-2-region-2","2","2","dead","49.31","36.94","179.31","46.94"
"day-2-region-2","2","2","dead","56.31","28.19","186.31","38.19"
"day-2-region-2","2","2","dead","79.56","41.19","209.56","51.19"
"day-2-region-2","2","2","dead","83.56","32.81","213.56","42.81"
"day-2-region-2","2","2","dead","85.31","60.94","215.31","70.94"
"day-2-region-2","2","2","dead","4.81","44.31","134.81","54.31"
"day-2-region-2","2","2","dead","19.81","35.69","149.81","45.69"
"day-2-region-2","2","2","dead","11.69","40.69","141.69","50.69"
"day-2-region-2","2","2","dead","52.94","10.81","182.94","20.81"
"day-2-region-2","2","2","dead","17.44","63.56","147.44","73.56"
"day-2-region-2","2","2","dead","50.31","50.56","180.31","60.56"
"day-2-region-2","2","2","ambiguous","14.56","49.75","144.56","59.75"
"day-2-region-2","2","2","ambiguous","36.06","80.5","166.06","90.5"
"day-2-region-2","2","2","ambiguous","69.44","41.88","199.44","51.88"
"day-2-region-2","2","2","ambiguous","77.69","25","207.69","35"
"day-2-region-2","2","2","ambiguous","67.44","60.38","197.44","70.38"
"day-2-region-2","2","2","ambiguous","50.94","86","180.94","96"
"day-2-region-2","2","2","ambiguous","13.81","23.5","143.81","33.5"
"day-2-region-2","2","2","ambiguous","38.06","36.38","168.06","46.38"
"day-2-region-2","2","2","live","53.31","40.38","183.31","50.38"
"day-2-region-2","2","2","live","59.81","41.88","189.81","51.88"
"day-2-region-2","2","2","live","52.44","54.88","182.44","64.88"
"day-2-region-2","2","2","live","54.31","15.75","184.31","25.75"
"day-2-region-2","2","2","live","17.94","80.13","147.94","90.13"
"day-2-region-2","2","2","dead","87.56","42.13","217.56","52.13"
"day-2-region-2","2","2","ambiguous","32.69","45.38","162.69","55.38"
"day-2-region-2","2","2","ambiguous","39.19","53.5","169.19","63.5"
"day-2-region-2","2","2","ambiguous","57.19","64.5","187.19","74.5"
"day-2-region-2","2","2","ambiguous","28.31","63.75","158.31","73.75"
"day-8-region-1","8","1","live","15.94","8.69","105.94","38.69"
"day-8-region-1","8","1","live","33.44","8.19","123.44","38.19"
"day-8-region-1","8","1","live","30.44","22.94","120.44","52.94"
"day-8-region-1","8","1","live","40.06","23.44","130.06","53.44"
"day-8-region-1","8","1","live","43.94","36.44","133.94","66.44"
"day-8-region-1","8","1","live","65.19","39.31","155.19","69.31"
"day-8-region-1","8","1","live","19.06","30.31","109.06","60.31"
"day-8-region-1","8","1","live","0.31","21.06","90.31","51.06"
"day-8-region-1","8","1","live","5.81","32.19","95.81","62.19"
"day-8-region-1","8","1","live","7.56","40.44","97.56","70.44"
"day-8-region-1","8","1","live","3.81","49.69","93.81","79.69"
"day-8-region-1","8","1","live","35.31","43.94","125.31","73.94"
"day-8-region-1","8","1","live","24.06","53.81","114.06","83.81"
"day-8-region-1","8","1","live","23.06","60.31","113.06","90.31"
"day-8-region-1","8","1","live","28.31","64.19","118.31","94.19"
"day-8-region-1","8","1","live","37.69","61.94","127.69","91.94"
"day-8-region-1","8","1","live","44.44","54.69","134.44","84.69"
"day-8-region-1","8","1","live","49.06","13.31","139.06","43.31"
"day-8-region-1","8","1","live","56.94","11.06","146.94","41.06"
"day-8-region-1","8","1","live","63.56","17.06","153.56","47.06"
"day-8-region-1","8","1","live","70.31","13.56","160.31","43.56"
"day-8-region-1","8","1","live","75.44","7.19","165.44","37.19"
"day-8-region-1","8","1","live","86.69","14.81","176.69","44.81"
"day-8-region-1","8","1","live","75.06","21.44","165.06","51.44"
"day-8-region-1","8","1","live","67.94","24.69","157.94","54.69"
"day-8-region-1","8","1","live","84.69","31.69","174.69","61.69"
"day-8-region-1","8","1","live","85.94","38.69","175.94","68.69"
"day-8-region-1","8","1","live","79.81","38.69","169.81","68.69"
"day-8-region-1","8","1","live","2.56","56.56","92.56","86.56"
"day-8-region-1","8","1","live","79.31","66.69","169.31","96.69"
"day-8-region-1","8","1","live","76.06","67.69","166.06","97.69"
"day-8-region-1","8","1","live","88.81","68.81","178.81","98.81"
"day-8-region-1","8","1","live","81.31","73.94","171.31","103.94"
"day-8-region-1","8","1","live","72.44","73.19","162.44","103.19"
"day-8-region-1","8","1","live","69.56","82.81","159.56","112.81"
"day-8-region-1","8","1","live","62.94","88.06","152.94","118.06"
"day-8-region-1","8","1","live","80.44","89.31","170.44","119.31"
"day-8-region-1","8","1","live","76.56","78.44","166.56","108.44"
"day-8-region-1","8","1","live","42.94","85.19","132.94","115.19"
"day-8-region-1","8","1","live","43.94","88.94","133.94","118.94"
"day-8-region-1","8","1","live","49.81","86.06","139.81","116.06"
"day-8-region-1","8","1","live","33.94","82.94","123.94","112.94"
"day-8-region-1","8","1","live","8.06","75.94","98.06","105.94"
"day-8-region-1","8","1","live","2.31","79.06","92.31","109.06"
"day-8-region-1","8","1","live","62.94","38.56","152.94","68.56"
"day-8-region-1","8","1","live","63.44","50.19","153.44","80.19"
"day-8-region-1","8","1","live","55.56","62.94","145.56","92.94"
"day-8-region-1","8","1","live","82.94","80.19","172.94","110.19"
"day-8-region-1","8","1","live","9.94","51.56","99.94","81.56"
"day-8-region-1","8","1","live","14.19","43.81","104.19","73.81"
"day-8-region-1","8","1","live","58.19","1.19","148.19","31.19"
"day-8-region-1","8","1","live","52.31","6.56","142.31","36.56"
"day-8-region-1","8","1","dead","51.94","80.19","141.94","110.19"
"day-8-region-1","8","1","dead","50.94","77.19","140.94","107.19"
"day-8-region-1","8","1","dead","57.81","73.06","147.81","103.06"
"day-8-region-1","8","1","dead","18.81","53.69","108.81","83.69"
"day-8-region-1","8","1","dead","24.81","34.31","114.81","64.31"
"day-8-region-1","8","1","dead","14.81","26.56","104.81","56.56"
"day-8-region-1","8","1","dead","19.19","19.69","109.19","49.69"
"day-8-region-1","8","1","dead","51.94","24.56","141.94","54.56"
"day-8-region-1","8","1","dead","51.31","29.56","141.31","59.56"
"day-8-region-1","8","1","dead","33.69","31.06","123.69","61.06"
"day-8-region-1","8","1","dead","53.44","39.81","143.44","69.81"
"day-8-region-1","8","1","dead","75.56","44.44","165.56","74.44"
"day-8-region-1","8","1","dead","57.81","66.81","147.81","96.81"
"day-8-region-1","8","1","dead","46.06","76.44","136.06","106.44"
"day-8-region-1","8","1","live","72.81","57.31","162.81","87.31"
"day-8-region-1","8","1","live","47.31","59.19","137.31","89.19"
"day-8-region-1","8","1","dead","36.56","89.06","126.56","119.06"
"day-8-region-1","8","1","dead","9.69","88.31","99.69","118.31"
"day-8-region-1","8","1","ambiguous","22.31","84.56","112.31","114.56"
"day-8-region-1","8","1","ambiguous","68.06","67.06","158.06","97.06"
"day-8-region-1","8","1","ambiguous","88.69","41.31","178.69","71.31"
"day-8-region-1","8","1","dead","53.56","36.06","143.56","66.06"
"day-8-region-1","8","1","dead","5.44","67.69","95.44","97.69"
"day-8-region-1","8","1","ambiguous","35.94","34.69","125.94","64.69"
"day-8-region-1","8","1","live","40.31","16.63","130.31","46.63"
"day-8-region-1","8","1","live","28.81","16","118.81","46"
"day-8-region-2","8","2","live","39.56","47.5","99.56","147.5"
"day-8-region-2","8","2","live","38.06","41.63","98.06","141.63"
"day-8-region-2","8","2","live","40.31","38","100.31","138"
"day-8-region-2","8","2","live","38.06","35.38","98.06","135.38"
"day-8-region-2","8","2","live","34.69","40","94.69","140"
"day-8-region-2","8","2","live","20.81","27.88","80.81","127.88"
"day-8-region-2","8","2","live","13.81","22.88","73.81","122.88"
"day-8-region-2","8","2","live","54.19","44","114.19","144"
"day-8-region-2","8","2","live","63.56","47.5","123.56","147.5"
"day-8-region-2","8","2","live","73.44","49.13","133.44","149.13"
"day-8-region-2","8","2","live","74.94","62.25","134.94","162.25"
"day-8-region-2","8","2","live","88.56","54.88","148.56","154.88"
"day-8-region-2","8","2","live","78.94","37.25","138.94","137.25"
"day-8-region-2","8","2","live","86.19","27.5","146.19","127.5"
"day-8-region-2","8","2","live","61.94","35","121.94","135"
"day-8-region-2","8","2","live","41.94","32.88","101.94","132.88"
"day-8-region-2","8","2","live","41.44","24.75","101.44","124.75"
"day-8-region-2","8","2","live","44.69","28.13","104.69","128.13"
"day-8-region-2","8","2","live","59.94","24.88","119.94","124.88"
"day-8-region-2","8","2","live","73.19","15.13","133.19","115.13"
"day-8-region-2","8","2","live","73.19","15.13","133.19","115.13"
"day-8-region-2","8","2","live","79.69","15.75","139.69","115.75"
"day-8-region-2","8","2","live","76.56","16.88","136.56","116.88"
"day-8-region-2","8","2","live","74.06","18.38","134.06","118.38"
"day-8-region-2","8","2","live","83.94","21.5","143.94","121.5"
"day-8-region-2","8","2","live","84.31","6.38","144.31","106.38"
"day-8-region-2","8","2","live","63.06","11.75","123.06","111.75"
"day-8-region-2","8","2","live","47.44","13.38","107.44","113.38"
"day-8-region-2","8","2","live","37.81","5.75","97.81","105.75"
"day-8-region-2","8","2","live","31.19","10","91.19","110"
"day-8-region-2","8","2","live","22.31","12.38","82.31","112.38"
"day-8-region-2","8","2","live","17.44","3.38","77.44","103.38"
"day-8-region-2","8","2","live","53.56","24","113.56","124"
"day-8-region-2","8","2","dead","46.56","45","106.56","145"
"day-8-region-2","8","2","dead","33.31","22.88","93.31","122.88"
"day-8-region-2","8","2","dead","40.56","18.5","100.56","118.5"
"day-8-region-2","8","2","dead","38.94","30.13","98.94","130.13"
"day-8-region-2","8","2","dead","54.81","33.25","114.81","133.25"
"day-8-region-2","8","2","dead","66.44","20.13","126.44","120.13"
"day-8-region-2","8","2","dead","73.56","33.75","133.56","133.75"
"day-8-region-2","8","2","dead","77.69","28.25","137.69","128.25"
"day-8-region-2","8","2","dead","81.81","10","141.81","110"
"day-8-region-2","8","2","dead","3.31","9.25","63.31","109.25"
"day-8-region-2","8","2","dead","48.69","31.25","108.69","131.25"
"day-8-region-2","8","2","dead","43.94","20.75","103.94","120.75"
"day-8-region-2","8","2","dead","41.31","20.75","101.31","120.75"
"day-8-region-2","8","2","dead","75.44","6.38","135.44","106.38"
"day-8-region-2","8","2","dead","72.31","45.25","132.31","145.25"
"day-8-region-2","8","2","dead","59.31","19.38","119.31","119.38"
"day-8-region-2","8","2","dead","87.31","3.13","147.31","103.13"
"day-8-region-2","8","2","ambiguous","60.44","21.63","120.44","121.63"
"day-8-region-2","8","2","ambiguous","53.31","14.5","113.31","114.5"
"day-8-region-2","8","2","ambiguous","40.69","43.44","100.69","143.44"
"day-8-region-2","8","2","live","18.94","32.94","78.94","132.94"
"day-8-region-2","8","2","live","68.44","2.06","128.44","102.06"
"day-8-region-2","8","2","live","64.44","13.94","124.44","113.94"
"day-12-region-1","12","1","live","57.56","88.81","187.56","98.81"
"day-12-region-1","12","1","live","62.81","88.81","192.81","98.81"
"day-12-region-1","12","1","live","60.69","86.69","190.69","96.69"
"day-12-region-1","12","1","live","85.56","76.94","215.56","86.94"
"day-12-region-1","12","1","live","86.44","74.06","216.44","84.06"
"day-12-region-1","12","1","live","88.56","75.81","218.56","85.81"
"day-12-region-1","12","1","live","53.81","77.94","183.81","87.94"
"day-12-region-1","12","1","live","52.31","74.19","182.31","84.19"
"day-12-region-1","12","1","live","60.56","65.31","190.56","75.31"
"day-12-region-1","12","1","live","59.31","61.81","189.31","71.81"
"day-12-region-1","12","1","live","71.94","67.31","201.94","77.31"
"day-12-region-1","12","1","live","72.56","75.81","202.56","85.81"
"day-12-region-1","12","1","live","77.44","80.19","207.44","90.19"
"day-12-region-1","12","1","live","71.06","83.44","201.06","93.44"
"day-12-region-1","12","1","live","14.94","74.19","144.94","84.19"
"day-12-region-1","12","1","live","14.94","69.69","144.94","79.69"
"day-12-region-1","12","1","live","24.69","69.06","154.69","79.06"
"day-12-region-1","12","1","live","22.94","71.56","152.94","81.56"
"day-12-region-1","12","1","live","11.56","64.31","141.56","74.31"
"day-12-region-1","12","1","live","8.06","57.19","138.06","67.19"
"day-12-region-1","12","1","live","24.56","60.56","154.56","70.56"
"day-12-region-1","12","1","live","27.69","57.56","157.69","67.56"
"day-12-region-1","12","1","live","21.81","50.31","151.81","60.31"
"day-12-region-1","12","1","live","22.81","47.69","152.81","57.69"
"day-12-region-1","12","1","live","24.06","41.06","154.06","51.06"
"day-12-region-1","12","1","live","25.19","39.31","155.19","49.31"
"day-12-region-1","12","1","live","34.19","39.31","164.19","49.31"
"day-12-region-1","12","1","live","33.81","42.94","163.81","52.94"
"day-12-region-1","12","1","live","38.31","46.69","168.31","56.69"
"day-12-region-1","12","1","live","39.56","53.44","169.56","63.44"
"day-12-region-1","12","1","live","38.06","36.31","168.06","46.31"
"day-12-region-1","12","1","live","46.56","26.94","176.56","36.94"
"day-12-region-1","12","1","live","36.06","20.81","166.06","30.81"
"day-12-region-1","12","1","live","20.31","24.56","150.31","34.56"
"day-12-region-1","12","1","live","20.19","27.56","150.19","37.56"
"day-12-region-1","12","1","live","33.94","30.44","163.94","40.44"
"day-12-region-1","12","1","live","41.94","22.19","171.94","32.19"
"day-12-region-1","12","1","live","42.19","24.69","172.19","34.69"
"day-12-region-1","12","1","live","56.69","53.69","186.69","63.69"
"day-12-region-1","12","1","live","52.19","55.69","182.19","65.69"
"day-12-region-1","12","1","live","45.06","62.81","175.06","72.81"
"day-12-region-1","12","1","live","46.81","58.44","176.81","68.44"
"day-12-region-1","12","1","live","49.56","60.44","179.56","70.44"
"day-12-region-1","12","1","live","70.56","45.69","200.56","55.69"
"day-12-region-1","12","1","live","67.06","48.19","197.06","58.19"
